-219.967,-127.804
-219.263,-129.008
-218.552,-130.208
-217.835,-131.405
-216.087,-131.972
-215.361,-133.154
-215.644,-134.97
-218.28,-138.291
-213.482,-150.502
-212.653,-151.67
-211.819,-152.834
-210.978,-153.993
-209.808,-154.91
-208.635,-155.819
-210.65,-159.13
-217.085,-165.868
-216.173,-167.056
-255.594,-199.768
-254.495,-201.166
-253.388,-202.559
-252.584,-204.196
-251.461,-205.578
-250.33,-206.954
-248.885,-208.066
-248.962,-210.461
-248.717,-212.602
-246.942,-213.44
-244.262,-213.474
-241.59,-213.486
-183.742,-164.17
-182.839,-165.175
-180.159,-164.557
-179.254,-165.542
-178.343,-166.522
-178.3,-168.321
-178.243,-170.125
-177.307,-171.1
-176.08,-171.79
-177.129,-174.719
-176.735,-176.252
-174.639,-176.083
-174.512,-177.894
-175.762,-181.145
-175.874,-183.26
-175.142,-184.512
-174.676,-186.052
-173.653,-187.007
-173.166,-188.546
-171.861,-189.196
-169.752,-188.945
-159.721,-196.468
-158.641,-197.34
-157.557,-198.207
-156.468,-199.068
-155.865,-200.555
-154.763,-201.406
-153.656,-202.252
-87.2259,-127.401
-86.5261,-127.877
-85.8237,-128.35
-85.1187,-128.818
-84.4111,-129.283
-83.7011,-129.744
-82.7735,-129.864
-81.9536,-130.146
-81.6614,-131.273
-80.9405,-131.719
-80.4246,-132.502
-80.1083,-133.627
-79.4763,-134.237
-173.428,-296.62
-171.799,-297.567
-170.561,-299.199
-168.918,-300.13
-168.242,-302.8
-165.81,-302.315
-163.959,-302.868
-162.296,-303.762
-72.4845,-147.112
-71.6769,-147.507
-70.8671,-147.898
-70.0551,-148.284
-69.2411,-148.666
-103.138,-224.656
-101.905,-225.218
-100.668,-225.774
-99.9118,-227.421
-98.6634,-227.965
-102.275,-239.909
-100.339,-238.991
-99.0268,-239.538
-97.712,-240.077
-95.7992,-239.124
-50.7495,-144.762
-49.955,-145.038
-49.1591,-145.31
-48.3616,-145.577
-12.5663,-49.3244
-12.2956,-49.3926
-12.0246,-49.4593
-11.7533,-49.5244
-38.9337,-168.152
-38.0112,-168.362
-37.0875,-168.568
-35.8694,-167.4
-8.74832,-47.0943
-8.48998,-47.1416
-8.23139,-47.1874
-7.97256,-47.2319
-3.93125,-130.341
-3.21657,-130.36
-2.5018,-130.376
-1.78695,-130.388
-1.08685,-132.196
-0.361496,-132
0.361123,-131.6
1.08099,-131.396
1.73283,-126.388
2.42575,-126.377
3.09886,-125.562
3.77517,-125.143
4.44697,-124.721
5.09782,-123.895
5.78634,-124.065
10.797,-145.6
11.5951,-145.539
12.3928,-145.473
13.1902,-145.403
13.8531,-143.935
14.6826,-144.255
15.6013,-145.365
16.5102,-146.271
17.3119,-146.178
18.1869,-146.677
18.9652,-146.377
19.7406,-146.072
20.5412,-145.962
21.3411,-145.847
22.0804,-145.332
22.8769,-145.209
14.9444,-91.5888
15.4463,-91.5055
15.8103,-90.6313
16.3069,-90.5433
16.7666,-90.2559
17.2236,-89.9662
17.7166,-89.8704
18.2885,-90.1639
18.9459,-90.8454
19.5694,-91.3269
20.2418,-91.9995
20.7899,-92.0822
21.2493,-91.772
21.706,-91.4596
22.2071,-91.3392
22.6593,-91.022
23.158,-90.8964
23.6055,-90.5745
24.1533,-90.637
24.7024,-90.6962
25.1993,-90.5594
25.8048,-90.8046
26.2465,-90.4697
29.4674,-99.5294
30.0127,-99.3664
30.3215,-98.4358
30.8607,-98.2681
31.2161,-97.526
31.8124,-97.5435
32.2206,-96.988
42.9428,-126.933
43.6381,-126.695
47.8604,-129.648
48.5705,-129.384
49.2791,-129.115
49.9863,-128.843
50.1051,-127.079
50.801,-126.802
51.1185,-125.596
51.4243,-124.389
51.7958,-123.368
52.2361,-122.53
52.6688,-121.691
53.0939,-120.851
53.5928,-120.193
54.1685,-119.715
54.6572,-119.053
55.2246,-118.57
55.703,-117.904
56.2622,-117.416
56.7303,-116.746
57.0159,-115.716
57.4707,-115.044
57.8295,-114.192
58.2721,-113.517
58.9859,-113.373
60.1663,-114.11
61.3565,-114.836
61.9852,-114.498
62.5158,-113.981
63.0427,-113.462
63.5657,-112.941
63.8868,-112.069
64.3003,-111.371
64.7081,-110.671
65.1101,-109.971
65.5064,-109.269
66.1045,-108.908
66.7006,-108.544
67.2947,-108.177
67.8868,-107.806
68.7993,-107.938
69.8238,-108.232
70.6348,-108.182
71.3371,-107.96
72.2615,-108.066
72.8529,-107.668
73.894,-107.927
78.6986,-113.604
79.3203,-113.17
81.3278,-114.692
82.5383,-115.056
83.5203,-115.088
393.715,-506.596
396.487,-504.429
399.246,-502.248
401.994,-500.052
405.234,-498.461
407.961,-496.231
411.187,-494.602
72.0708,-85.731
72.5398,-85.3345
73.0065,-84.9355
72.8151,-83.7792
73.2734,-83.3787
73.198,-82.3777
73.2476,-81.5288
73.1556,-80.5339
73.596,-80.1316
73.8982,-79.5803
73.3751,-78.1533
74.2156,-78.185
363.928,-366.931
365.934,-364.931
367.93,-362.919
369.914,-360.896
373.614,-360.529
375.006,-357.923
377.545,-356.411
381.247,-355.973
382.018,-352.792
384.537,-351.232
388.238,-350.727
391.348,-349.659
393.259,-347.508
140.419,-121.367
141.082,-120.595
141.741,-119.82
142.396,-119.041
143.355,-118.513
144.002,-117.726
144.646,-116.934
146.222,-116.889
146.861,-116.085
147.81,-115.525
148.599,-114.835
149.862,-114.504
151.286,-114.284
151.91,-113.452
426.054,-314.569
427.773,-312.229
429.478,-309.879
431.17,-307.519
432.85,-305.151
435.173,-303.23
438.147,-301.747
442.44,-301.141
444.748,-299.157
446.382,-296.715
448.002,-294.263
180.85,-117.374
177.45,-113.79
178.071,-112.815
178.687,-111.837
176.916,-109.383
182.975,-111.747
183.585,-110.743
182.471,-108.711
182.03,-107.1
182.961,-106.301
184.235,-105.695
184.463,-104.486
185.382,-103.668
51.6362,-25.9719
51.7778,-25.6884
51.9179,-25.4041
52.0564,-25.1191
52.374,-24.9193
51.6044,-24.207
51.0103,-23.588
50.4109,-22.9762
49.8063,-22.3716
49.3796,-21.8554
48.9487,-21.3445
48.3299,-20.7601
47.8904,-20.261
47.2623,-19.6905
46.907,-19.2413
46.4554,-18.7592
46.0929,-18.3195
45.5407,-17.8116
45.0777,-17.3461
44.611,-16.8863
68.1763,-24.9551
68.3121,-24.5809
68.4458,-24.206
68.5775,-23.8304
68.8964,-23.5187
69.0243,-23.1406
69.1501,-22.7618
69.4642,-22.4438
69.5862,-22.0626
69.8971,-21.7402
70.3978,-21.4733
70.1313,-20.9724
69.2856,-20.3064
41.1684,-11.3339
41.2299,-11.108
41.2902,-10.8818
41.3492,-10.6552
40.9221,-10.3062
40.978,-10.0817
40.6438,-9.76347
40.6967,-9.54049
40.7484,-9.31722
